valid_time;t2m
1.11.2018 00:00;280,8535156
1.12.2018 00:00;276,3410645
1.01.2019 00:00;272,59375
1.02.2019 00:00;274,284668
1.03.2019 00:00;277,0151367
1.04.2019 00:00;281,5341797
1.05.2019 00:00;290,4575195
1.06.2019 00:00;298,1228027
1.07.2019 00:00;300,0581055
1.08.2019 00:00;301,1691895
1.09.2019 00:00;295,5539551
1.10.2019 00:00;289,7802734
1.11.2019 00:00;280,8769531
1.12.2019 00:00;276,7055664
1.01.2020 00:00;272,6992188
1.02.2020 00:00;273,5808105
1.03.2020 00:00;280,3234863
1.04.2020 00:00;283,373291
1.05.2020 00:00;289,3950195
1.06.2020 00:00;295,5322266
1.07.2020 00:00;300,9257812
1.08.2020 00:00;299,5153809
1.09.2020 00:00;297,7368164
1.10.2020 00:00;290,6955566
1.11.2020 00:00;281,5554199
1.12.2020 00:00;275,9990234
1.01.2021 00:00;274,3461914
1.02.2021 00:00;276,2312012
1.03.2021 00:00;278,3076172
1.04.2021 00:00;286,5664062
1.05.2021 00:00;293,5395508
1.06.2021 00:00;298,3771973
1.07.2021 00:00;302,3706055
1.08.2021 00:00;301,1542969
1.09.2021 00:00;295,4360352
1.10.2021 00:00;288,4919434
1.11.2021 00:00;282,1459961
1.12.2021 00:00;275,0947266
1.01.2022 00:00;271,5854492
1.02.2022 00:00;275,8544922
1.03.2022 00:00;274,7744141
1.04.2022 00:00;285,8029785
1.05.2022 00:00;288,2150879
1.06.2022 00:00;297,4875488
1.07.2022 00:00;301,4782715
1.08.2022 00:00;302,046875
1.09.2022 00:00;296,739502
1.10.2022 00:00;289,9350586
1.11.2022 00:00;281,3256836
1.12.2022 00:00;277,454834
1.01.2023 00:00;274,9584961
1.02.2023 00:00;272,4084473
1.03.2023 00:00;281,0393066
1.04.2023 00:00;283,3417969
1.05.2023 00:00;289,1696777
1.06.2023 00:00;296,0644531
1.07.2023 00:00;301,7141113
1.08.2023 00:00;302,4562988
1.09.2023 00:00;297,0427246
1.10.2023 00:00;287,5810547
1.11.2023 00:00;282,2678223
1.12.2023 00:00;277,7546387
1.01.2024 00:00;275,5385742
1.02.2024 00:00;275,8393555
1.03.2024 00:00;278,4257812
1.04.2024 00:00;287,5905762
1.05.2024 00:00;288,6328125
1.06.2024 00:00;298,5014648
1.07.2024 00:00;301,5144043
1.08.2024 00:00;301,6574707
1.09.2024 00:00;295,7893066
1.10.2024 00:00;287,5241699
1.11.2024 00:00;279,8291016
